Subject_ID	subject_id	query_id	ensembl_gene_id	external_gene_name	prefix
XM_005161406	XM_005161406.4	XM_039676399.1	ENSDARG00000010132	dacha	XM
NM_194400	NM_194400.2	XM_039676401.1	ENSDARG00000019335	hes6	NM
NM_001007283	NM_001007283.2	XM_039676402.1	ENSDARG00000042112	dio1	NM
NM_194400	NM_194400.2	XM_039676403.1	ENSDARG00000019335	hes6	NM
XM_021479096	XM_021479096.1	XM_039676404.1	ENSDARG00000039650	itm2cb	XM
NM_131093	NM_131093.1	XM_039676405.1	ENSDARG00000104808	jak2a	NM
NM_131093	NM_131093.1	XM_039676406.1	ENSDARG00000104808	jak2a	NM
NM_001039927	NM_001039927.2	XM_039676409.1	ENSDARG00000018757	klf5l	NM
NM_001080003	NM_001080003.1	XM_039676410.1	ENSDARG00000060661	klf8	NM
XM_005170274	XM_005170274.4	XM_039676411.1	ENSDARG00000060661	klf8	XM
NM_001080003	NM_001080003.1	XM_039676412.1	ENSDARG00000060661	klf8	NM
NM_001080003	NM_001080003.1	XM_039676413.1	ENSDARG00000060661	klf8	NM
NM_001080003	NM_001080003.1	XM_039676414.1	ENSDARG00000060661	klf8	NM
XM_005170274	XM_005170274.4	XM_039676415.1	ENSDARG00000060661	klf8	XM
XM_021467450	XM_021467450.1	XM_039676416.1	ENSDARG00000033516	EFR3B	XM
XM_005170274	XM_005170274.4	XM_039676417.1	ENSDARG00000060661	klf8	XM
NM_001080003	NM_001080003.1	XM_039676418.1	ENSDARG00000060661	klf8	NM
NM_001004559	NM_001004559.2	XM_039676419.1	ENSDARG00000044387	cldn2	NM
NM_001004559	NM_001004559.2	XM_039676420.1	ENSDARG00000044387	cldn2	NM
NM_001004605	NM_001004605.1	XM_039676421.1	ENSDARG00000036028	arrdc3b	NM
NM_001024438	NM_001024438.2	XM_039676422.1	ENSDARG00000057365	elovl8b	NM
XM_003199271	XM_003199271.5	XM_039676423.1	ENSDARG00000075376	SGSM1	XM
NM_001312899	NM_001312899.1	XM_039676424.1	ENSDARG00000008097	srsf9	NM
NM_001159820	NM_001159820.3	XM_039676425.1	ENSDARG00000014963	triap1	NM
XM_684820	XM_684820.7	XM_039676426.1	ENSDARG00000023053	NIBAN1	XM
NM_001144045	NM_001144045.1	XM_039676427.1	ENSDARG00000006862	kifap3b	NM
NM_001144045	NM_001144045.1	XM_039676428.1	ENSDARG00000006862	kifap3b	NM
XM_005167812	XM_005167812.3	XM_039676429.1	ENSDARG00000007996	pou2f1b	XM
XM_005167812	XM_005167812.3	XM_039676430.1	ENSDARG00000007996	pou2f1b	XM
NM_001024438	NM_001024438.2	XM_039676431.1	ENSDARG00000057365	elovl8b	NM
XM_005167812	XM_005167812.3	XM_039676432.1	ENSDARG00000007996	pou2f1b	XM
XM_005167813	XM_005167813.3	XM_039676433.1	ENSDARG00000007996	pou2f1b	XM
XM_005167812	XM_005167812.3	XM_039676434.1	ENSDARG00000007996	pou2f1b	XM
XM_005167812	XM_005167812.3	XM_039676435.1	ENSDARG00000007996	pou2f1b	XM
XM_005167812	XM_005167812.3	XM_039676436.1	ENSDARG00000007996	pou2f1b	XM
XM_005167812	XM_005167812.3	XM_039676437.1	ENSDARG00000007996	pou2f1b	XM
XM_005167812	XM_005167812.3	XM_039676438.1	ENSDARG00000007996	pou2f1b	XM
XM_005167812	XM_005167812.3	XM_039676439.1	ENSDARG00000007996	pou2f1b	XM
XM_005167816	XM_005167816.3	XM_039676440.1	ENSDARG00000007996	pou2f1b	XM
XM_005167818	XM_005167818.3	XM_039676441.1	ENSDARG00000007996	pou2f1b	XM
NM_001024438	NM_001024438.2	XM_039676442.1	ENSDARG00000057365	elovl8b	NM
NM_001089329	NM_001089329.1	XM_039676443.1	ENSDARG00000007996	pou2f1b	NM
XM_017357651	XM_017357651.2	XM_039676444.1	ENSDARG00000007996	pou2f1b	XM
XM_005167812	XM_005167812.3	XM_039676445.1	ENSDARG00000007996	pou2f1b	XM
XM_005163457	XM_005163457.4	XM_039676446.1	ENSDARG00000061140	colec12	XM
XM_009305511	XM_009305511.3	XM_039676447.1	ENSDARG00000056001	FRY	XM
XM_005171197	XM_005171197.4	XM_039676448.1	ENSDARG00000101903	ZFYVE9	XM
XM_005171197	XM_005171197.4	XM_039676449.1	ENSDARG00000101903	ZFYVE9	XM
XM_001344468	XM_001344468.6	XM_039676450.1	ENSDARG00000101903	ZFYVE9	XM
XM_001921263	XM_001921263.7	XM_039676451.1	ENSDARG00000075331	GOLGA4	XM
XM_001921263	XM_001921263.7	XM_039676452.1	ENSDARG00000075331	GOLGA4	XM
XM_001921263	XM_001921263.7	XM_039676453.1	ENSDARG00000075331	GOLGA4	XM
XM_681606	XM_681606.7	XM_039676454.1	ENSDARG00000074889	NA	XM
XM_021479198	XM_021479198.1	XM_039676455.1	ENSDARG00000018065	ntm	XM
XM_021479198	XM_021479198.1	XM_039676456.1	ENSDARG00000018065	ntm	XM
NM_001040293	NM_001040293.2	XM_039676457.1	ENSDARG00000018065	ntm	NM
XM_021479198	XM_021479198.1	XM_039676458.1	ENSDARG00000018065	ntm	XM
XM_021479196	XM_021479196.1	XM_039676459.1	ENSDARG00000018065	ntm	XM
XM_021479196	XM_021479196.1	XM_039676460.1	ENSDARG00000018065	ntm	XM
XM_021479196	XM_021479196.1	XM_039676461.1	ENSDARG00000018065	ntm	XM
XM_021479196	XM_021479196.1	XM_039676462.1	ENSDARG00000018065	ntm	XM
XM_021479198	XM_021479198.1	XM_039676463.1	ENSDARG00000018065	ntm	XM
XM_021479197	XM_021479197.1	XM_039676464.1	ENSDARG00000018065	ntm	XM
XM_681606	XM_681606.7	XM_039676465.1	ENSDARG00000074889	NA	XM
XM_009298498	XM_009298498.3	XM_039676466.1	ENSDARG00000103004	TPR	XM
NM_212753	NM_212753.2	XM_039676467.1	ENSDARG00000010482	prg4a	NM
NM_001291708	NM_001291708.1	XM_039676468.1	ENSDARG00000006370	atp6v1h	NM
NM_173270	NM_173270.3	XM_039676469.1	ENSDARG00000006370	atp6v1h	NM
XM_021479090	XM_021479090.1	XM_039676470.1	ENSDARG00000069608	palm2akap2	XM
XM_021479089	XM_021479089.1	XM_039676471.1	ENSDARG00000069608	palm2akap2	XM
XM_001918933	XM_001918933.6	XM_039676472.1	ENSDARG00000075673	ARHGAP21	XM
XM_001918933	XM_001918933.6	XM_039676473.1	ENSDARG00000075673	ARHGAP21	XM
XR_002455799	XR_002455799.1	XM_039676474.1	ENSDARG00000075673	ARHGAP21	XR
XM_001920637	XM_001920637.6	XM_039676475.1	ENSDARG00000032951	NRBP2	XM
XM_001920637	XM_001920637.6	XM_039676476.1	ENSDARG00000032951	NRBP2	XM
XM_681606	XM_681606.7	XM_039676477.1	ENSDARG00000074889	NA	XM
XM_021479326	XM_021479326.1	XM_039676478.1	ENSDARG00000062765	NSD3	XM
XM_005155322	XM_005155322.4	XM_039676479.1	ENSDARG00000062765	NSD3	XM
XM_005155322	XM_005155322.4	XM_039676480.1	ENSDARG00000062765	NSD3	XM
XM_005155322	XM_005155322.4	XM_039676481.1	ENSDARG00000062765	NSD3	XM
XM_005155322	XM_005155322.4	XM_039676482.1	ENSDARG00000062765	NSD3	XM
XM_005155322	XM_005155322.4	XM_039676483.1	ENSDARG00000062765	NSD3	XM
XM_021479326	XM_021479326.1	XM_039676484.1	ENSDARG00000062765	NSD3	XM
XM_005171243	XM_005171243.4	XM_039676485.1	ENSDARG00000068745	NA	XM
XM_005171243	XM_005171243.4	XM_039676486.1	ENSDARG00000068745	NA	XM
XM_005171243	XM_005171243.4	XM_039676487.1	ENSDARG00000068745	NA	XM
XM_005171243	XM_005171243.4	XM_039676488.1	ENSDARG00000068745	NA	XM
XM_005171243	XM_005171243.4	XM_039676489.1	ENSDARG00000068745	NA	XM
XM_021467253	XM_021467253.1	XM_039676490.1	ENSDARG00000068745	NA	XM
XM_005171243	XM_005171243.4	XM_039676491.1	ENSDARG00000068745	NA	XM
XM_681262	XM_681262.7	XM_039676492.1	ENSDARG00000075183	RNF220	XM
XM_005171243	XM_005171243.4	XM_039676493.1	ENSDARG00000068745	NA	XM
XM_005171246	XM_005171246.4	XM_039676494.1	ENSDARG00000068745	NA	XM
NM_001197074	NM_001197074.1	XM_039676495.1	ENSDARG00000061490	u2surp	NM
NM_001305471	NM_001305471.1	XM_039676496.1	ENSDARG00000067741	itpkcb	NM
NM_001111188	NM_001111188.1	XM_039676497.1	ENSDARG00000019033	tmem59	NM
NM_199943	NM_199943.1	XM_039676498.1	ENSDARG00000021120	ndc1	NM
XM_009298544	XM_009298544.3	XM_039676499.1	ENSDARG00000021120	ndc1	XM
XM_681262	XM_681262.7	XM_039676500.1	ENSDARG00000075183	RNF220	XM
NM_001003991	NM_001003991.1	XM_039676501.1	ENSDARG00000014474	yipf1	NM
NM_001003991	NM_001003991.1	XM_039676502.1	ENSDARG00000014474	yipf1	NM
NM_001012493	NM_001012493.1	XM_039676503.1	ENSDARG00000038898	zgc:113691	NM
XM_001338641	XM_001338641.7	XM_039676506.1	ENSDARG00000100089	CAMK2B	XM
XM_009305705	XM_009305705.3	XM_039676507.1	ENSDARG00000100089	CAMK2B	XM
XM_001338641	XM_001338641.7	XM_039676508.1	ENSDARG00000100089	CAMK2B	XM
XM_009305706	XM_009305706.3	XM_039676509.1	ENSDARG00000100089	CAMK2B	XM
XM_017357437	XM_017357437.2	XM_039676510.1	ENSDARG00000075183	RNF220	XM
XM_001338641	XM_001338641.7	XM_039676511.1	ENSDARG00000100089	CAMK2B	XM
XM_009305704	XM_009305704.3	XM_039676512.1	ENSDARG00000100089	CAMK2B	XM
XM_001338641	XM_001338641.7	XM_039676513.1	ENSDARG00000100089	CAMK2B	XM
XM_005155487	XM_005155487.4	XM_039676514.1	ENSDARG00000100089	CAMK2B	XM
XM_021479481	XM_021479481.1	XM_039676515.1	ENSDARG00000100089	CAMK2B	XM
XM_001338641	XM_001338641.7	XM_039676516.1	ENSDARG00000100089	CAMK2B	XM
XM_021479481	XM_021479481.1	XM_039676517.1	ENSDARG00000100089	CAMK2B	XM
XM_001338641	XM_001338641.7	XM_039676518.1	ENSDARG00000100089	CAMK2B	XM
XM_001338641	XM_001338641.7	XM_039676519.1	ENSDARG00000100089	CAMK2B	XM
XM_009305704	XM_009305704.3	XM_039676520.1	ENSDARG00000100089	CAMK2B	XM
XM_017357437	XM_017357437.2	XM_039676521.1	ENSDARG00000075183	RNF220	XM
XM_001338641	XM_001338641.7	XM_039676522.1	ENSDARG00000100089	CAMK2B	XM
XM_001338641	XM_001338641.7	XM_039676523.1	ENSDARG00000100089	CAMK2B	XM
XM_001338641	XM_001338641.7	XM_039676524.1	ENSDARG00000100089	CAMK2B	XM
XM_001338641	XM_001338641.7	XM_039676525.1	ENSDARG00000100089	CAMK2B	XM
XM_021479481	XM_021479481.1	XM_039676526.1	ENSDARG00000100089	CAMK2B	XM
XM_009305704	XM_009305704.3	XM_039676527.1	ENSDARG00000100089	CAMK2B	XM
XM_009305704	XM_009305704.3	XM_039676528.1	ENSDARG00000100089	CAMK2B	XM
XM_005155488	XM_005155488.4	XM_039676529.1	ENSDARG00000100089	CAMK2B	XM
XM_021479484	XM_021479484.1	XM_039676530.1	ENSDARG00000100089	CAMK2B	XM
XM_009305705	XM_009305705.3	XM_039676531.1	ENSDARG00000100089	CAMK2B	XM
XM_017357437	XM_017357437.2	XM_039676532.1	ENSDARG00000075183	RNF220	XM
XM_009305706	XM_009305706.3	XM_039676533.1	ENSDARG00000100089	CAMK2B	XM
XM_009305704	XM_009305704.3	XM_039676534.1	ENSDARG00000100089	CAMK2B	XM
XM_005155611	XM_005155611.4	XM_039676535.1	ENSDARG00000060911	NA	XM
XM_005155612	XM_005155612.4	XM_039676536.1	ENSDARG00000060911	NA	XM
XM_005155611	XM_005155611.4	XM_039676537.1	ENSDARG00000060911	NA	XM
XM_005155611	XM_005155611.4	XM_039676538.1	ENSDARG00000060911	NA	XM
XM_005155614	XM_005155614.4	XM_039676539.1	ENSDARG00000060911	NA	XM
NM_200219	NM_200219.1	XM_039676540.1	ENSDARG00000028523	inip	NM
XM_021467455	XM_021467455.1	XM_039676541.1	ENSDARG00000031658	NA	XM
XM_017351775	XM_017351775.2	XM_039676542.1	ENSDARG00000031658	NA	XM
XM_021467462	XM_021467462.1	XM_039676543.1	ENSDARG00000031658	NA	XM
NM_001024438	NM_001024438.2	XM_039676544.1	ENSDARG00000057365	elovl8b	NM
XM_021467455	XM_021467455.1	XM_039676545.1	ENSDARG00000031658	NA	XM
XM_021467455	XM_021467455.1	XM_039676546.1	ENSDARG00000031658	NA	XM
XM_021467455	XM_021467455.1	XM_039676547.1	ENSDARG00000031658	NA	XM
XM_021467458	XM_021467458.1	XM_039676548.1	ENSDARG00000031658	NA	XM
XM_017351773	XM_017351773.1	XM_039676549.1	ENSDARG00000076896	NA	XM
NM_207641	NM_207641.2	XM_039676550.1	ENSDARG00000014479	ptf1a	NM
XM_017351775	XM_017351775.2	XM_039676551.1	ENSDARG00000031658	NA	XM
NM_181438	NM_181438.3	XM_039676552.1	ENSDARG00000043135	pomca	NM
NM_001024438	NM_001024438.2	XM_039676553.1	ENSDARG00000057365	elovl8b	NM
NM_212827	NM_212827.3	XM_039676554.1	ENSDARG00000023712	mao	NM
NM_001013270	NM_001013270.3	XM_039676555.1	ENSDARG00000005941	yes1	NM
NM_001099994	NM_001099994.2	XM_039676556.1	ENSDARG00000055595	clul1	NM
NM_001099994	NM_001099994.2	XM_039676557.1	ENSDARG00000055595	clul1	NM
XM_021480286	XM_021480286.1	XM_039676558.1	ENSDARG00000020981	slc35a3b	XM
NM_213384	NM_213384.1	XM_039676559.1	ENSDARG00000030108	sec22ba	NM
NM_001024438	NM_001024438.2	XM_039676560.1	ENSDARG00000057365	elovl8b	NM
NM_001291357	NM_001291357.1	XM_039676561.1	ENSDARG00000115266	imp3	NM
NM_001144819	NM_001144819.1	XM_039676562.1	ENSDARG00000055900	zswim5	NM
NM_001007321	NM_001007321.1	XM_039676563.1	ENSDARG00000016253	ralab	NM
NM_001007321	NM_001007321.1	XM_039676564.1	ENSDARG00000016253	ralab	NM
NM_001007321	NM_001007321.1	XM_039676565.1	ENSDARG00000016253	ralab	NM
NM_001202486	NM_001202486.1	XM_039676566.1	ENSDARG00000078986	mplkip	NM
XM_678293	XM_678293.9	XM_039676567.1	ENSDARG00000042652	RREB1	XM
XM_678293	XM_678293.9	XM_039676568.1	ENSDARG00000042652	RREB1	XM
NM_001089356	NM_001089356.1	XM_039676569.1	ENSDARG00000002305	me3	NM
NM_001004642	NM_001004642.2	XM_039676570.1	ENSDARG00000040910	ildr1b	NM
XM_021479330	XM_021479330.1	XM_039676571.1	NA	NA	XM
NM_200724	NM_200724.1	XM_039676572.1	ENSDARG00000005776	guk1b	NM
XM_021479330	XM_021479330.1	XM_039676573.1	NA	NA	XM
XM_021479330	XM_021479330.1	XM_039676574.1	NA	NA	XM
XM_021479333	XM_021479333.1	XM_039676575.1	ENSDARG00000107280	NA	XM
XM_017358032	XM_017358032.2	XM_039676576.1	ENSDARG00000112454	NA	XM
NM_001109738	NM_001109738.1	XM_039676577.1	ENSDARG00000110731	hrh2b	NM
XM_021479479	XM_021479479.1	XM_039676578.1	ENSDARG00000060627	NA	XM
XM_021479479	XM_021479479.1	XM_039676579.1	ENSDARG00000060627	NA	XM
XM_005166796	XM_005166796.3	XM_039676580.1	ENSDARG00000005776	guk1b	XM
NM_001079664	NM_001079664.1	XM_039676583.1	NA	NA	NM
NM_001079664	NM_001079664.1	XM_039676584.1	NA	NA	NM
NM_001002697	NM_001002697.2	XM_039676585.1	ENSDARG00000037229	denr	NM
NM_001002697	NM_001002697.2	XM_039676586.1	ENSDARG00000037229	denr	NM
NM_001113658	NM_001113658.1	XM_039676587.1	ENSDARG00000068782	sparta	NM
NM_001113658	NM_001113658.1	XM_039676588.1	ENSDARG00000068782	sparta	NM
XM_009305445	XM_009305445.3	XM_039676589.1	ENSDARG00000018856	dclk1a	XM
XM_009305445	XM_009305445.3	XM_039676590.1	ENSDARG00000018856	dclk1a	XM
XM_005172671	XM_005172671.4	XM_039676591.1	ENSDARG00000018856	dclk1a	XM
XM_005172671	XM_005172671.4	XM_039676592.1	ENSDARG00000018856	dclk1a	XM
NM_001077549	NM_001077549.2	XM_039676593.1	ENSDARG00000018856	dclk1a	NM
NM_200724	NM_200724.1	XM_039676594.1	ENSDARG00000005776	guk1b	NM
XM_005168222	XM_005168222.4	XM_039676596.1	ENSDARG00000052368	CLTB	XM
XM_005168222	XM_005168222.4	XM_039676597.1	ENSDARG00000052368	CLTB	XM
XM_005168222	XM_005168222.4	XM_039676598.1	ENSDARG00000052368	CLTB	XM
XM_005166796	XM_005166796.3	XM_039676603.1	ENSDARG00000005776	guk1b	XM
XM_021479247	XM_021479247.1	XM_039676604.1	ENSDARG00000104820	NA	XM
NM_001079999	NM_001079999.1	XM_039676605.1	ENSDARG00000032769	slc38a9	NM
XM_005156459	XM_005156459.4	XM_039676606.1	NA	NA	XM
XM_005156459	XM_005156459.4	XM_039676607.1	NA	NA	XM
XM_005156459	XM_005156459.4	XM_039676608.1	NA	NA	XM
NM_001002672	NM_001002672.1	XM_039676609.1	ENSDARG00000056871	ap4m1	NM
XM_009305269	XM_009305269.3	XM_039676610.1	ENSDARG00000039215	arrb2a	XM
XM_009305269	XM_009305269.3	XM_039676611.1	ENSDARG00000039215	arrb2a	XM
NM_214681	NM_214681.1	XM_039676612.1	ENSDARG00000039215	arrb2a	NM
NM_214681	NM_214681.1	XM_039676613.1	ENSDARG00000039215	arrb2a	NM
XM_009305275	XM_009305275.3	XM_039676614.1	ENSDARG00000094899	si:ch1073-143l10.2	XM
XM_017357437	XM_017357437.2	XM_039676615.1	ENSDARG00000075183	RNF220	XM
NM_001160035	NM_001160035.1	XM_039676616.1	ENSDARG00000086416	med11	NM
NM_001160035	NM_001160035.1	XM_039676617.1	ENSDARG00000086416	med11	NM
NM_001160035	NM_001160035.1	XM_039676618.1	ENSDARG00000086416	med11	NM
NM_001045375	NM_001045375.1	XM_039676619.1	ENSDARG00000104458	rnasekb	NM
XM_695612	XM_695612.9	XM_039676620.1	ENSDARG00000101983	PKN2	XM
NM_199697	NM_199697.1	XM_039676621.1	ENSDARG00000103578	gtf2b	NM
XM_005172719	XM_005172719.4	XM_039676622.1	ENSDARG00000078459	CUX1	XM
XM_005172719	XM_005172719.4	XM_039676623.1	ENSDARG00000078459	CUX1	XM
XM_005172719	XM_005172719.4	XM_039676624.1	ENSDARG00000078459	CUX1	XM
XM_005172719	XM_005172719.4	XM_039676625.1	ENSDARG00000078459	CUX1	XM
XM_005172719	XM_005172719.4	XM_039676626.1	ENSDARG00000078459	CUX1	XM
XM_003199366	XM_003199366.5	XM_039676627.1	ENSDARG00000078459	CUX1	XM
XM_005172719	XM_005172719.4	XM_039676628.1	ENSDARG00000078459	CUX1	XM
NM_200255	NM_200255.1	XM_039676629.1	ENSDARG00000042087	dmap1	NM
XM_003199366	XM_003199366.5	XM_039676630.1	ENSDARG00000078459	CUX1	XM
XM_009305363	XM_009305363.2	XM_039676631.1	ENSDARG00000014430	rabgef1	XM
XM_005172645	XM_005172645.3	XM_039676632.1	ENSDARG00000014430	rabgef1	XM
XM_009305366	XM_009305366.2	XM_039676633.1	ENSDARG00000014430	rabgef1	XM
XM_005172645	XM_005172645.3	XM_039676634.1	ENSDARG00000014430	rabgef1	XM
NM_001045333	NM_001045333.2	XM_039676635.1	ENSDARG00000061580	kctd7	NM
XM_009305495	XM_009305495.3	XM_039676636.1	ENSDARG00000076473	TRIM37	XM
XM_005155633	XM_005155633.4	XM_039676637.1	ENSDARG00000099844	GNAZ	XM
XM_005155633	XM_005155633.4	XM_039676638.1	ENSDARG00000099844	GNAZ	XM
XM_005155633	XM_005155633.4	XM_039676639.1	ENSDARG00000099844	GNAZ	XM
XM_021480627	XM_021480627.1	XM_039676640.1	ENSDARG00000060929	rnf220a	XM
NM_001079968	NM_001079968.3	XM_039676641.1	ENSDARG00000069230	zgc:153738	NM
XM_021480625	XM_021480625.1	XM_039676642.1	ENSDARG00000060929	rnf220a	XM
XM_021480632	XM_021480632.1	XM_039676643.1	ENSDARG00000060929	rnf220a	XM
XM_021480622	XM_021480622.1	XM_039676644.1	ENSDARG00000060929	rnf220a	XM
XM_021480634	XM_021480634.1	XM_039676645.1	ENSDARG00000060929	rnf220a	XM
XM_021480626	XM_021480626.1	XM_039676646.1	ENSDARG00000060929	rnf220a	XM
XM_021480628	XM_021480628.1	XM_039676647.1	ENSDARG00000060929	rnf220a	XM
NM_001076570	NM_001076570.2	XM_039676648.1	ENSDARG00000060929	rnf220a	NM
NM_203461	NM_203461.1	XM_039676649.1	ENSDARG00000003845	chm	NM
XM_021469212	XM_021469212.1	XM_039676650.1	ENSDARG00000069196	EBF1	XM
NM_001079968	NM_001079968.3	XM_039676651.1	ENSDARG00000069230	zgc:153738	NM
XM_021469212	XM_021469212.1	XM_039676652.1	ENSDARG00000069196	EBF1	XM
XM_021469212	XM_021469212.1	XM_039676653.1	ENSDARG00000069196	EBF1	XM
NM_001003871	NM_001003871.2	XM_039676654.1	ENSDARG00000007217	wdr55	NM
NM_200327	NM_200327.1	XM_039676655.1	ENSDARG00000026236	zgc:56585	NM
NM_200327	NM_200327.1	XM_039676656.1	ENSDARG00000026236	zgc:56585	NM
NM_203461	NM_203461.1	XM_039676657.1	ENSDARG00000003845	chm	NM
XM_005163361	XM_005163361.4	XM_039676658.1	ENSDARG00000062116	ctdsplb	XM
XM_005163361	XM_005163361.4	XM_039676659.1	ENSDARG00000062116	ctdsplb	XM
XM_005163361	XM_005163361.4	XM_039676660.1	ENSDARG00000062116	ctdsplb	XM
NM_200840	NM_200840.1	XM_039676661.1	ENSDARG00000103854	pdlim7	NM
NM_200840	NM_200840.1	XM_039676662.1	ENSDARG00000103854	pdlim7	NM
XM_003199060	XM_003199060.5	XM_039676663.1	ENSDARG00000074387	alkal1	XM
XM_005171444	XM_005171444.4	XM_039676664.1	ENSDARG00000078022	FYCO1	XM
XM_001339628	XM_001339628.8	XM_039676665.1	ENSDARG00000019103	NA	XM
XM_001339628	XM_001339628.8	XM_039676666.1	ENSDARG00000019103	NA	XM
XM_001339628	XM_001339628.8	XM_039676667.1	ENSDARG00000019103	NA	XM
XM_001339628	XM_001339628.8	XM_039676668.1	ENSDARG00000019103	NA	XM
XM_003199060	XM_003199060.5	XM_039676669.1	ENSDARG00000074387	alkal1	XM
XM_009298437	XM_009298437.3	XM_039676670.1	ENSDARG00000012914	NA	XM
XM_009298437	XM_009298437.3	XM_039676671.1	ENSDARG00000012914	NA	XM
XM_009298437	XM_009298437.3	XM_039676672.1	ENSDARG00000012914	NA	XM
XM_009298437	XM_009298437.3	XM_039676673.1	ENSDARG00000012914	NA	XM
XM_009298437	XM_009298437.3	XM_039676674.1	ENSDARG00000012914	NA	XM
XM_009298437	XM_009298437.3	XM_039676675.1	ENSDARG00000012914	NA	XM
XM_009298437	XM_009298437.3	XM_039676676.1	ENSDARG00000012914	NA	XM
XM_009298437	XM_009298437.3	XM_039676677.1	ENSDARG00000012914	NA	XM
XM_009298437	XM_009298437.3	XM_039676678.1	ENSDARG00000012914	NA	XM
XM_009298437	XM_009298437.3	XM_039676679.1	ENSDARG00000012914	NA	XM
XM_005158722	XM_005158722.4	XM_039676680.1	ENSDARG00000000837	snx9a	XM
XM_003199060	XM_003199060.5	XM_039676681.1	ENSDARG00000074387	alkal1	XM
NM_001126393	NM_001126393.1	XM_039676682.1	ENSDARG00000075962	vav3b	NM
NM_001126393	NM_001126393.1	XM_039676683.1	ENSDARG00000075962	vav3b	NM
NM_001126393	NM_001126393.1	XM_039676684.1	ENSDARG00000075962	vav3b	NM
NM_001126393	NM_001126393.1	XM_039676685.1	ENSDARG00000075962	vav3b	NM
NM_001126393	NM_001126393.1	XM_039676686.1	ENSDARG00000075962	vav3b	NM
NM_001256616	NM_001256616.1	XM_039676687.1	ENSDARG00000010956	sh3glb1b	NM
XM_005163307	XM_005163307.4	XM_039676688.1	ENSDARG00000010956	sh3glb1b	XM
NM_001193469	NM_001193469.1	XM_039676689.1	ENSDARG00000087277	selenoj	NM
XM_003199060	XM_003199060.5	XM_039676690.1	ENSDARG00000074387	alkal1	XM
XM_009298418	XM_009298418.3	XM_039676691.1	ENSDARG00000073713	NTNG1	XM
XM_009298418	XM_009298418.3	XM_039676692.1	ENSDARG00000073713	NTNG1	XM
XM_017357986	XM_017357986.2	XM_039676693.1	ENSDARG00000069543	galt	XM
NM_200977	NM_200977.1	XM_039676694.1	ENSDARG00000011418	sigmar1	NM
NM_001328531	NM_001328531.1	XM_039676695.1	ENSDARG00000055705	f5	NM
XM_005155633	XM_005155633.4	XM_039676696.1	ENSDARG00000099844	GNAZ	XM
XM_005155633	XM_005155633.4	XM_039676697.1	ENSDARG00000099844	GNAZ	XM
XM_002663541	XM_002663541.7	XM_039676698.1	ENSDARG00000076765	DDHD2	XM
XM_005166929	XM_005166929.4	XM_039676699.1	ENSDARG00000074387	alkal1	XM
XM_002663541	XM_002663541.7	XM_039676700.1	ENSDARG00000076765	DDHD2	XM
XM_002663541	XM_002663541.7	XM_039676701.1	ENSDARG00000076765	DDHD2	XM
NM_001002211	NM_001002211.1	XM_039676702.1	ENSDARG00000057672	plpp5	NM
NM_001002211	NM_001002211.1	XM_039676703.1	ENSDARG00000057672	plpp5	NM
XM_021479322	XM_021479322.1	XM_039676704.1	ENSDARG00000073753	TACC1	XM
XM_021479322	XM_021479322.1	XM_039676705.1	ENSDARG00000073753	TACC1	XM
XM_021479322	XM_021479322.1	XM_039676706.1	ENSDARG00000073753	TACC1	XM
NM_001099244	NM_001099244.1	XM_039676708.1	ENSDARG00000044010	loxl2a	NM
NM_001083571	NM_001083571.1	XM_039676709.1	ENSDARG00000115373	sfrp1b	NM
NM_001105599	NM_001105599.1	XM_039676710.1	ENSDARG00000057676	golga7	NM
XM_002663532	XM_002663532.6	XM_039676711.1	ENSDARG00000100139	NA	XM
XM_002663403	XM_002663403.6	XM_039676712.1	ENSDARG00000077696	NA	XM
XM_688907	XM_688907.9	XM_039676713.1	ENSDARG00000100139	NA	XM
NM_001099244	NM_001099244.1	XM_039676714.1	ENSDARG00000044010	loxl2a	NM
NM_001109826	NM_001109826.2	XM_039676715.1	ENSDARG00000044265	cdc37l1	NM
NM_001109826	NM_001109826.2	XM_039676716.1	ENSDARG00000044265	cdc37l1	NM
NM_001109826	NM_001109826.2	XM_039676717.1	ENSDARG00000044265	cdc37l1	NM
NM_213130	NM_213130.2	XM_039676718.1	ENSDARG00000058226	ak3	NM
XM_017358654	XM_017358654.2	XM_039676719.1	ENSDARG00000009735	gigyf2	XM
XM_017358654	XM_017358654.2	XM_039676720.1	ENSDARG00000009735	gigyf2	XM
XM_017358654	XM_017358654.2	XM_039676721.1	ENSDARG00000009735	gigyf2	XM
XM_017358654	XM_017358654.2	XM_039676722.1	ENSDARG00000009735	gigyf2	XM
NM_001037683	NM_001037683.2	XM_039676723.1	ENSDARG00000017494	tgfbr1a	NM
XM_686358	XM_686358.8	XM_039676724.1	ENSDARG00000078105	DEPDC5	XM
NM_001083855	NM_001083855.2	XM_039676725.1	ENSDARG00000057317	nexn	NM
NM_001030228	NM_001030228.1	XM_039676726.1	ENSDARG00000014775	zgc:113220	NM
NM_001030228	NM_001030228.1	XM_039676727.1	ENSDARG00000014775	zgc:113220	NM
NM_001030228	NM_001030228.1	XM_039676728.1	ENSDARG00000014775	zgc:113220	NM
NM_213109	NM_213109.2	XM_039676729.1	ENSDARG00000019924	cmpk	NM
XM_005172736	XM_005172736.4	XM_039676730.1	NA	NA	XM
